Received Date,From,Email Subject,Message Content
2020-11-05 11:12:12+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>","This festive season, get a BlueTooth Speaker","multipart/alternative;
	boundary=""----=_NextPart_538_66224FAB.66224FAB"""
2020-11-05 11:11:10+05:30,"""YES BANK CREDIT CARDS"" <customer.communication@custcom.yesbank.email>","This festive season, get Rs. 200 flat discount at BigBasket","multipart/alternative;
	boundary=""----=_NextPart_337_0226E440.0226E440"""
2020-11-05 10:36:56+05:30,XDA Developers <newsletter@xda-developers.com>,Samsung unveils larger version of Galaxy Z Fold 2 for China,text/html; charset=UTF-8
2020-11-05 10:20:54+05:30,updates@myntra.com,Your Myntra order item is out for delivery,text/html; charset=UTF-8
2020-11-05 10:20:54+05:30,updates@myntra.com,Your Myntra order item is out for delivery,text/html; charset=UTF-8
2020-11-05 09:59:01+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_27783775_2086903393.1604550534694"""
2020-11-05 09:03:17+05:30,"""Amazon.in"" <store-news@amazon.in>",Great Indian Festival | Final festive deals are here,"multipart/alternative; 
	boundary=""----=_Part_1891214_823404286.1604547194201"""
2020-11-05 08:27:59+05:30,Citibank India <CitiAlert.India@citicorp.com>,Credit Transaction on your Citibank credit card,text/HTML
2020-11-04 23:21:00+05:30,"""Pocket"" <noreply@getpocket.com>",=?UTF-8?B?Q2hhc2luZyBNeSBGYXRoZXLigJlzIEdob3N0IFRocm91Z2ggdGhlIFN3aXNzIEFscHM=?=,multipart/alternative; boundary=de988d2f1d5236ef4cfe6de46c7d121834a75a406e8891a112ccf6196ffb
2020-11-04 21:38:50+05:30,AJIO <style@mailer.ajio.in>,The Madness Is Ending Soon: LAST DAY of AJIOMania Sale,"text/html; charset=""UTF-8"""
2020-11-04 20:28:51+05:30,=?ISO-8859-1?B?U0JJIENhcmQ=?= <updates@info.sbicreditcard.com>,Health Insurance Plan that covers COVID-19 expenses,"text/html;
	charset=""ISO-8859-1"""
2020-11-04 19:55:24+05:30,CreditMantri <coach@creditmantri.com>,"Deepak, Want to know the best cards for your profile?","multipart/alternative;
	boundary=""b1_4943aa873811f3dce23b0daf751de98b"""
2020-11-04 19:11:49+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>","ICICI Bank Festive Bonanza! Get up to Rs 5,000 cashback on two wheelers with ICICI Bank Credit Card EMI","multipart/alternative;
	boundary=""b1_fbfbc60d68bccebf81202ce4a7f25f4c"""
2020-11-04 19:00:26+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>","=?UTF-8?Q?Enjoy_5%_cashback_on_grocery_shopping_at_Spencer=E2=80=99s_usin?=
 =?UTF-8?Q?g_ICICI_Bank_Cards!?=","multipart/alternative;
	boundary=""b1_c77a005246b0f4c68cf6759b60380369"""
2020-11-04 17:33:27+05:30,updates@myntra.com,Your Myntra order item has been shipped,text/html; charset=UTF-8
2020-11-04 17:30:58+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>",Exciting Man Utd signed merchandise awaits you,"multipart/alternative;
	boundary=""b1_2766f6e2e1eaea626e8dc9239181c7b4"""
2020-11-04 17:24:27+05:30,Myntra <updates@myntra.com>,=?UTF-8?Q?=F0=9F=93=A3Last_Day_Of_Diwali_Sale=F0=9F=9B=8D?=,"multipart/alternative;
	boundary=""b1_4af4a918e88677668d56bbfde905289d"""
2020-11-04 16:43:28+05:30,=?UTF-8?B?RmxpcGthcnQ=?= <no-reply@ncp.flipkart.com>,=?UTF-8?B?4o+wIFRpY2stVG9jayEgTGFzdCBGZXcgSG91cnMgTGVmdC4uCg==?=,"multipart/alternative; boundary=""_----------=_160448804638714883"""
2020-11-04 16:42:18+05:30,"""GearBest.com"" <newsletter@edm.gearbest.com>","(Here's Your Invitation) Hey, Join Our 11.11 Party to Win Free Xiaomi 10T
 and Huge Coupons","multipart/alternative;
 boundary=""--=_---NextPart--=_-KxLZ7LoeqK"""
2020-11-04 16:30:26+05:30,"""YES BANK"" <customer.communication@custcom.yesbank.email>",Score More and Win Amazon Voucher.,"multipart/alternative;
	boundary=""----=_NextPart_388_14E77D94.14E77D94"""
2020-11-04 16:04:57+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,"Bring home the celebrations! Upto 50% OFF on home decor, appliances, furnishings & more","multipart/alternative;
	boundary=""b1_f5929ef78147b0765c39f34cd9475107"""
2020-11-04 15:09:51+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>",Amazon Great Indian Festival! Extra 10% Instant Discount on ICICI Bank Cards,"multipart/alternative;
	boundary=""b1_7aa24b0a6ed5214acd979b7011085c5f"""
2020-11-04 14:20:26+05:30,"""Amazon.in"" <store-news@amazon.in>","Deepak Nambiar, you've  got items in your cart!","multipart/alternative; 
	boundary=""----=_Part_930048_733665783.1604479826139"""
2020-11-04 12:46:00+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #403-8674376-6657954 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_59365398_1169051768.1604474160418"""
2020-11-04 12:35:24+05:30,"""Amazon.in"" <order-update@amazon.in>",Delivered: Cats Best OkoPlus Clumping...,"multipart/alternative; 
	boundary=""----=_Part_59584174_604258645.1604473523783"""
2020-11-04 11:44:07+05:30,Buttalks <noshit@buttalks.in>,Order Confirmation from Buttalks,text/html; charset=utf-8
2020-11-04 11:36:45+05:30,updates@myntra.com,Your Myntra order item delivered. Please share feedback,text/html; charset=UTF-8
2020-11-04 10:55:02+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Get 10% Cashback on Whirlpool Products,"multipart/alternative;
	boundary=""----=_NextPart_649_13B3B8DC.13B3B8DC"""
2020-11-04 10:10:54+05:30,XDA Developers <newsletter@xda-developers.com>,"Grab yourself an Xbox One controller for your PC gaming, only $50 at Amazon",text/html; charset=UTF-8
2020-11-04 09:48:51+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Planning to buy LED TV?,"multipart/alternative;
	boundary=""----=_NextPart_226_1377972F.1377972F"""
2020-11-04 09:43:23+05:30,updates@myntra.com,Your Myntra order item is out for delivery,text/html; charset=UTF-8
2020-11-04 08:59:26+05:30,pngtree@email.pngtree.com,=?UTF-8?Q?=E2=9C=A8Free_Popular_Png_&_Get_Your_Free_Download_chance?=,"multipart/alternative; 
	boundary=""----=_Part_5054610_1162059835.1604460565972"""
2020-11-04 08:00:06+05:30,"""Medium Daily Digest"" <noreply@medium.com>",split() vs. partition() in Python Strings | Indhumathy Chelliah in Better Programming,multipart/alternative; boundary=5aa0d6b0868e2198007bab0565b09d807cfde7c31ebf903bea36d1ea5861
2020-11-04 07:42:12+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>",Your Amazon.in order #402-4975222-9750769,"multipart/alternative; 
	boundary=""----=_Part_57614483_2046193547.1604455931483"""
2020-11-04 06:16:04+05:30,"""Amazon.in"" <store-news@amazon.in>",Great Indian Festival | Electronics gifting special,"multipart/alternative; 
	boundary=""----=_Part_230384_75419176.1604450763993"""
2020-11-03 23:38:31+05:30,"""Pocket"" <noreply@getpocket.com>",=?UTF-8?B?QSBOYW1lbGVzcyBIaWtlciBhbmQgdGhlIENhc2UgdGhlIEludGVybmV0IENhbuKAmXQgQ3JhY2s=?=,multipart/alternative; boundary=16f427dce592c9d27dddef395630a8809c140ecfbbd743be1fbfce909be9
2020-11-03 23:19:21+05:30,"""Amazon.in"" <do-not-reply@amazon.in>",Amazon Pay Reward  Unlocked - Get Flat Rs50 back on DTH recharge,"multipart/alternative; 
	boundary=""----=_Part_55637058_1519897242.1604425761246"""
2020-11-03 23:19:16+05:30,"""Amazon.in"" <auto-confirm@amazon.in>",Your Amazon.in order #403-8674376-6657954 of 1 item,"multipart/alternative; 
	boundary=""----=_Part_55327811_1236231595.1604425755527"""
2020-11-03 23:15:30+05:30,Citibank India <CitiAlert.India@citicorp.com>,Transaction confirmation on your Citibank credit card,text/HTML
2020-11-03 23:14:16+05:30,"""order-update@amazon.in"" <order-update@amazon.in>",Your order has been cancelled.,"multipart/alternative; 
	boundary=""----=_Part_55635115_1352817791.1604425455794"""
2020-11-03 23:13:27+05:30,Citibank India <CitiAlert.India@citicorp.com>,Transaction confirmation on your Citibank credit card,text/HTML
2020-11-03 23:00:34+05:30,updates@myntra.com,Your Myntra order item(s) have been shipped,text/html; charset=UTF-8
2020-11-03 23:00:21+05:30,updates@myntra.com,Your Myntra order item has been shipped,text/html; charset=UTF-8
2020-11-03 21:50:19+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_6288069_527599202.1604420417730"""
2020-11-03 21:48:34+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_12680749_827252952.1604420311955"""
2020-11-03 20:52:11+05:30,AJIO <style@mailer.ajio.in>,Click Here For A Timeless Style Update!,"text/html; charset=""UTF-8"""
2020-11-03 20:41:53+05:30,Myntra <updates@myntra.com>,=?UTF-8?Q?=F0=9F=8F=B750-80%_Off_On_The_Best_Of_Brands?=,"multipart/alternative;
	boundary=""b1_69eb68bb6960d7aeb7391f2b7ffbc5f0"""
2020-11-03 19:37:03+05:30,=?utf-8?Q?Havens=20Consulting?= <reid@havensconsulting.net>,=?utf-8?Q?Havens=20Consulting=20=2D=20Showing=20DAX=20Expressions=20When=20Using=20Power=20BI=20Datasets=20=28Live=29?=,"multipart/alternative; boundary=""_----------=_MCPart_1254983475"""
2020-11-03 18:40:29+05:30,"""GearBest.com"" <newsletter@edm.gearbest.com>","Gearbest's 11.11 is Coming: Get Essential Party Guide Inside | Enjoy
 Unbelievably Low Price","multipart/alternative;
 boundary=""--=_---NextPart--=_-CcFzT0MbSw"""
2020-11-03 16:51:29+05:30,=?UTF-8?B?RmxpcGthcnQ=?= <no-reply@ncp.flipkart.com>,=?UTF-8?B?8J+kqyBKdXN0IGZvciB0b2RheSEgVGhlIOKCuTk5IFN0b3JlCg==?=,"multipart/alternative; boundary=""_----------=_160439947424432144"""
2020-11-03 16:47:05+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>",ICICI Bank Festive Bonanza: Get up to 22.5% cashback on Credit Card EMI,"multipart/alternative;
	boundary=""b1_da2170915e0cce0eae55a50c69e68af2"""
2020-11-03 15:50:37+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #402-4975222-9750769 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_4653633_223662692.1604398836329"""
2020-11-03 15:20:21+05:30,"""YES BANK CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Festive Offer: Get 10X Reward Points on YES CART,"multipart/alternative;
	boundary=""----=_NextPart_188_5CB91F45.5CB91F45"""
2020-11-03 14:25:28+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,"Up your style game! Upto 60% OFF on men's casuals, ethnic & formal wear!","multipart/alternative;
	boundary=""b1_53d8dedf77e39b32b766b3ef202839f4"""
2020-11-03 13:20:30+05:30,"""Amazon.in"" <store-news@amazon.in>",Festive gifting special | Extra Rs. 300 back on Amazon fashion,"multipart/alternative; 
	boundary=""----=_Part_12506400_180830436.1604389827318"""
2020-11-03 12:52:16+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #404-5535535-3448363 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_50564954_2013140499.1604388136312"""
2020-11-03 10:56:04+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Flat 10% instant discount on Goibibo,"multipart/alternative;
	boundary=""----=_NextPart_867_0E8EA814.0E8EA814"""
2020-11-03 10:35:54+05:30,<noreply@sbi.co.in>,PSB ALLIANCE DOORSTEP BANKING SERVICES (PSB DSB),"multipart/mixed;
	boundary=""----=_Part_12514351_1818087947.1604365676098"""
2020-11-03 10:12:19+05:30,XDA Developers <newsletter@xda-developers.com>,Pixel 5 teardown video reveals the internals of Google's flagship phone,text/html; charset=UTF-8
2020-11-03 08:41:12+05:30,"""Amazon.in"" <do-not-reply@amazon.in>",Amazon Pay Reward  Unlocked - Get Upto Rs 100 back on Send Money,"multipart/alternative; 
	boundary=""----=_Part_48958173_392607442.1604373071883"""
2020-11-03 08:40:58+05:30,"""Amazon.in"" <auto-confirm@amazon.in>",Your Amazon.in order #402-4975222-9750769 of 1 item,"multipart/alternative; 
	boundary=""----=_Part_48960849_1399868609.1604373057638"""
2020-11-03 08:40:36+05:30,Amazon Pay balance <AmazonPay-balance@amazon.in>,Rs 46.00 was paid on Amazon.in,"multipart/alternative; 
	boundary=""----=_Part_49093722_1064921451.1604373036183"""
2020-11-03 08:00:05+05:30,"""Medium Daily Digest"" <noreply@medium.com>",5 Uses of Asterisks in Python | Yang Zhou in TechToFreedom,multipart/alternative; boundary=06ce7dd65e637929f00f860d98aa0bbd8d8ab075c4ab245cdfe0c246cf16
2020-11-03 07:02:41+05:30,pngtree@email.pngtree.com,"=?UTF-8?Q?=F0=9F=91=80What_is_PNG_&_=F0=9F=A7=90What_c?=
 =?UTF-8?Q?an_PNG_do_&_=F0=9F=A4=94Why_Pngtree?=","multipart/alternative; 
	boundary=""----=_Part_4057325_1160030902.1604367160733"""
2020-11-03 05:58:42+05:30,"""GearBest.com"" <newsletter@edm.gearbest.com>","Dear Deepak Nambiar, you've got a mystic GIFT inside. Check more details.","multipart/alternative;
 boundary=""--=_---NextPart--=_-jsOfDz3ac3"""
2020-11-03 00:12:22+05:30,Citibank India <CitiAlert.India@citicorp.com>,Transaction confirmation on your Citibank credit card,text/HTML
2020-11-03 00:07:17+05:30,"""Pocket"" <noreply@getpocket.com>",How Discord (Somewhat Accidentally) Invented the Future of the Internet,multipart/alternative; boundary=1c6b5960d9ec98887687682bf6466e4f03c3d92fd1bfe907a83a7cf181c9
2020-11-02 23:43:17+05:30,"""NSDL Newsletter"" <communications@nsdl.com>",NSDL Newsletter for Investor Education - The Financial Kaleidoscope - June-Aug 2020,multipart/mixed; boundary=0e6dae74b57be73841e15f15c8090b7ad031d1f7fe0180c0a30c440890f7
2020-11-02 22:58:06+05:30,updates@myntra.com,Your Myntra order item has been shipped,text/html; charset=UTF-8
2020-11-02 22:43:15+05:30,Myntra <updates@myntra.com>,=?UTF-8?Q?=F0=9F=8E=8950-80%_Off_On_Lifestyle?=,"multipart/alternative;
	boundary=""b1_980010e8e23611076d34e3ae57ac34db"""
2020-11-02 21:36:34+05:30,=?ISO-8859-1?B?U0JJIENhcmQ=?= <updates@info.sbicreditcard.com>,Save on electronics this festive season,"text/html;
	charset=""ISO-8859-1"""
2020-11-02 21:36:18+05:30,AJIO <style@mailer.ajio.in>,Ready To Go Kurta Crazy?,"text/html; charset=""UTF-8"""
2020-11-02 19:30:12+05:30,"""Integrated"" <customercare@integratedindia.in>",Tax saving investment with Lowest Lock-in,text/html; charset=UTF-8
2020-11-02 18:43:52+05:30,ISACA <isaca@e.isaca.org>,Stay Connected to Everything ISACA,"multipart/alternative; 
	boundary=""----=_Part_210495_2001143030.1604322771920"""
2020-11-02 17:02:42+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>",Use ICICI Bank Credit/Debit Card at Max Fashion store and get up to 10% cashback,"multipart/alternative;
	boundary=""b1_359b65e276669719d692f6e7eb19500d"""
2020-11-02 15:24:41+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,"Dress your ethnic best this Diwali! Upto 70% OFF on ethnic wear, accessories, fragrances & more","multipart/alternative;
	boundary=""b1_bdc701ec2c5a203b63a9422f4aced42f"""
2020-11-02 15:17:02+05:30,The Economic Times <etpromotions@indiatimes.com>,"Join Mr Ravi Shankar Prasad and 'The Woz' to celebrate innovation.
 Register NOW!",text/html
2020-11-02 15:02:04+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Bring on festivities with 10% discount on TATA CLIQ,"multipart/alternative;
	boundary=""----=_NextPart_637_0A4A2641.0A4A2641"""
2020-11-02 14:51:44+05:30,Netflix <info@mailer.netflix.com>,"What's playing next, Deepak?","multipart/alternative; 
	boundary=""----=_Part_282076_1451292811.1604308903891"""
2020-11-02 13:52:37+05:30,"""HDFC Bank"" <informations@hdfcbank.net>",Update : Know your Personal Banker,"text/html;
	charset=""utf-8"""
2020-11-02 13:04:39+05:30,Shippigo <no-reply@shippigo.com>,Your order 5573 has been delivered.,text/html
2020-11-02 12:01:34+05:30,"""Amazon.in"" <order-update@amazon.in>",Delivered: VISHAKA PEARLS & JEWELLERS...,"multipart/alternative; 
	boundary=""----=_Part_40948418_566617482.1604298694016"""
2020-11-02 12:00:47+05:30,"""Amazon.in"" <order-update@amazon.in>",Delivered: VISHAKA PEARLS & JEWELLERS...,"multipart/alternative; 
	boundary=""----=_Part_40911456_953979677.1604298646689"""
2020-11-02 11:38:22+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Get Quick Loan of INR 23000 at 11.99% p.a.,"multipart/alternative;
	boundary=""----=_NextPart_505_56C76EB1.56C76EB1"""
2020-11-02 10:56:06+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Bring on festivities with 10% discount on TATA CLIQ,"multipart/alternative;
	boundary=""----=_NextPart_858_56A08F44.56A08F44"""
2020-11-02 10:53:23+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>",Your Amazon.in order #404-0737520-3943527,"multipart/alternative; 
	boundary=""----=_Part_40624306_1974478417.1604294603564"""
2020-11-02 10:43:23+05:30,ixigo <info@ixigo.com>,=?UTF-8?Q?PayDay_Sale_is_LIVE!_=E2=9C=88=EF=B8=8F?=,"multipart/alternative; 
	boundary=""----=_Part_630707_1024896341.1604294002979"""
2020-11-02 09:47:59+05:30,"""YES BANK"" <customer.communication@custcom.yesbank.email>",Get Cricket merchandize with  Payment on Mobile.,"multipart/alternative;
	boundary=""----=_NextPart_550_56619A38.56619A38"""
2020-11-02 09:02:28+05:30,XDA Developers <newsletter@xda-developers.com>,=?UTF-8?Q?Intel_Iris_Xe_MAX_is_the_company=E2=80=99s_first_discrete_GPU_for_laptops?=,text/html; charset=UTF-8
2020-11-02 08:00:06+05:30,"""Medium Daily Digest"" <noreply@medium.com>",20 Valuable and Essential Python Hacks for Beginners | Vivek Coder in Better Programming,multipart/alternative; boundary=55a9212328afb9c40596bf5318c7faa5fc4dc2e83a84ed6feff557a94a2b
2020-11-02 07:35:36+05:30,=?UTF-8?B?RmxpcGthcnQ=?= <no-reply@ncp.flipkart.com>,=?UTF-8?B?RGl3YWxpIEdpZnRpbmcgb3IgRGl3YWxpIFNob3BwaW5nPw==?=,"multipart/alternative; boundary=""_----------=_160428272145138876"""
2020-11-02 06:14:23+05:30,"""Amazon.in"" <store-news@amazon.in>",Gifting special | Up to 75% off on TVs & appliances,"multipart/alternative; 
	boundary=""----=_Part_10868382_129019350.1604277862906"""
2020-11-01 22:35:17+05:30,"""Pocket"" <noreply@getpocket.com>",Why Some Memories Seem Like Movies,multipart/alternative; boundary=a349940b24da04db341ef303b2a8ec6748ad31099d88668e3348e90d0fb7
2020-11-01 21:47:29+05:30,AJIO <style@mailer.ajio.in>,=?UTF-8?Q?We=E2=80=99re_Not_Kidding_About_This_Sweet_Kidswear_Treat!?=,"text/html; charset=""UTF-8"""
2020-11-01 20:59:15+05:30,"""=?utf-8?q?Pinterest?="" <pinterest-recommendations@ideas.pinterest.com>","Engagement Invitation Cards, Flowers Frame and more ideas to search for","multipart/alternative; boundary=""_----wTaYKWk56A9N4sUzi7qqdw===_22/0A-14831-A44DE9F5"""
2020-11-01 19:43:22+05:30,"""Amazon.in"" <store-news@amazon.in>",Festive delights and treats for special celebrations,"multipart/alternative; 
	boundary=""----=_Part_10468852_1634260944.1604240001785"""
2020-11-01 19:26:42+05:30,updates@myntra.com,Your Myntra Order Confirmation. Please share your feedback,text/html; charset=UTF-8
2020-11-01 19:26:02+05:30,Netflix <info@mailer.netflix.com>,"Deepak, we've just added a TV programme you might like","multipart/alternative; 
	boundary=""----=_Part_172664_1477632371.1604238961064"""
2020-11-01 16:52:19+05:30,Myntra <updates@myntra.com>,=?UTF-8?Q?=F0=9F=91=89Festive_Trends_You'll_Want_To_Try!?=,"multipart/alternative;
	boundary=""b1_4951ad6c139804350dcf6e48dbaceb77"""
2020-11-01 16:42:21+05:30,"""Amazon.in"" <order-update@amazon.in>",Delivered: Mali Fionna Women's Latest...,"multipart/alternative; 
	boundary=""----=_Part_35461957_751473756.1604229140510"""
2020-11-01 15:18:05+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>",Your Amazon.in order #404-9259934-0813921,"multipart/alternative; 
	boundary=""----=_Part_34884822_455386785.1604224084795"""
2020-11-01 15:01:14+05:30,pngtree@email.pngtree.com,"=?UTF-8?Q?=F0=9F=8E=89Registration_Success?=
 =?UTF-8?Q?!_Welcome_to_Pngtree=E2=9D=A4=EF=B8=8F?=","multipart/alternative; 
	boundary=""----=_Part_3025195_483909925.1604223073892"""
2020-11-01 14:28:35+05:30,Freepik Company <info@freepik-mail.com>,Welcome to Freepik,"multipart/alternative; boundary=""_av-PufLmPw51CaJMwAfAOLLgQ"""
2020-11-01 13:55:42+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,"Keep time in style, this festive season! Upto 70% OFF on men's & women's watches!","multipart/alternative;
	boundary=""b1_99001d7bffd28a9c623608dc5ca8abd1"""
2020-11-01 10:50:58+05:30,"""YES BANK CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Important information about your Credit Card,"multipart/alternative;
	boundary=""----=_NextPart_745_5175DC99.5175DC99"""
2020-11-01 10:29:36+05:30,XDA Developers <newsletter@xda-developers.com>,=?UTF-8?Q?Intel_Iris_Xe_MAX_is_the_company=E2=80=99s_first_discrete_GPU_for_laptops?=,text/html; charset=UTF-8
2020-11-01 09:59:32+05:30,=?UTF-8?B?RmxpcGthcnQ=?= <no-reply@ncp.flipkart.com>,=?UTF-8?B?QmFjayB3aXRoIGEg8J+SpSBCQU5HIQ==?=,"multipart/alternative; boundary=""_----------=_1604204970213001389"""
2020-11-01 09:14:08+05:30,"""Amazon.in"" <store-news@amazon.in>",Great Indian Festival | Gifting ideas for home and kitchen,"multipart/alternative; 
	boundary=""----=_Part_9487056_572128542.1604202248099"""
2020-11-01 08:00:05+05:30,"""Medium Daily Digest"" <noreply@medium.com>",8 Levels of Using List Comprehension in Python | Yang Zhou in TechToFreedom,multipart/alternative; boundary=af884a981b0988b7822f2b770ac3a290128dc04bb3695a5977f65369641f
2020-11-01 07:15:50+05:30,"""Amazon.in Subscribe & Save"" <no-reply@amazon.in>",Review your upcoming delivery,"multipart/alternative; 
	boundary=""----=_Part_32979233_1556455540.1604195149359"""
2020-10-31 23:25:10+05:30,AJIO <style@mailer.ajio.in>,Time To Bring In Celebration-worthy TRENDS!,"text/html; charset=""UTF-8"""
2020-10-31 21:38:57+05:30,"""Pocket"" <noreply@getpocket.com>","Hauntings, Monsters, and Real-Life Horrors",multipart/alternative; boundary=37d7c080b382b19a506a0ad723c33e64dbf68586c4861c9b2794c1abdcf5
2020-10-31 20:46:55+05:30,=?ISO-8859-1?B?U0JJIENhcmQ=?= <updates@info.sbicreditcard.com>,#ApnepanWaaliDiwali: SBI Card Festive Offers!,"text/html;
	charset=""ISO-8859-1"""
2020-10-31 20:40:17+05:30,Steam <noreply@steampowered.com>,Katana ZERO from your Steam wishlist is now on sale!,"multipart/alternative;
 boundary=""np5f9d7e58a516d"""
2020-10-31 18:43:17+05:30,Myntra <updates@myntra.com>,What's India Shopping For?,"multipart/alternative;
	boundary=""b1_b4f9505076ba127c0d37af9b5292f645"""
2020-10-31 18:17:08+05:30,"""HDFC Bank"" <informations@hdfcbank.net>",Lifelong guaranteed income to achieve your goals!,"text/html;
	charset=""utf-8"""
2020-10-31 18:13:24+05:30,=?UTF-8?B?RmxpcGthcnQ=?= <no-reply@ncb.flipkart.com>,=?UTF-8?B?8J+SpSBEaXdhbGkgQnVtcGVyIE9mZmVycyEgU21hcnQgVFZzLCBBcHBsaWFuY2VzLi4=?=,"multipart/alternative; boundary=""_----------=_16041452401993331"""
2020-10-31 17:42:02+05:30,"""HDFC Bank"" <informations@hdfcbank.net>","=?utf-8?B?V2F0Y2hpbmcgQ3JpY2tldCDwn4+PPyBZb3UnbGwgbG92ZSDinaTvuI8g?=
	=?utf-8?B?dGhpcyBvZmZlcmluZw==?=","text/html;
	charset=""utf-8"""
2020-10-31 16:21:28+05:30,"""Amazon.in"" <store-news@amazon.in>",Gifting special | Bestselling festive deals,"multipart/alternative; 
	boundary=""----=_Part_8206050_1532994289.1604141487965"""
2020-10-31 15:25:57+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,"Get set for festive shopping! Upto 70% OFF on apparels, accessories, beauty & more","multipart/alternative;
	boundary=""b1_e3a77a38743a4adaedbb01744a25ad9f"""
2020-10-31 14:16:58+05:30,"""Offers (SBICard)"" <Offers@sbicard.com>",Good Health now comes with Great Savings!,"multipart/alternative;
	boundary=""b1_e90bad293e4b96e73f58106cba71835f"""
2020-10-31 13:22:01+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #404-0737520-3943527 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_27898406_944400033.1604130721141"""
2020-10-31 12:20:34+05:30,"""Amazon.in"" <order-update@amazon.in>",Delivered: Estele 24 Kt Gold Plated...,"multipart/alternative; 
	boundary=""----=_Part_27613435_2010592092.1604127033340"""
2020-10-31 12:01:57+05:30,"""Offers (SBICard)"" <Offers@sbicard.com>",Max Shopping. Max Savings.,"multipart/alternative;
	boundary=""b1_382266316be6f8a70e4fa562620eab98"""
2020-10-31 11:35:51+05:30,"""Citibank India"" <Service@indiacommunications.citi.com>",Now use IMPS - Faster & 24*7 credit card bill payment,"multipart/alternative;
	boundary=""nNcSXZxfrSkw=_?:"""
2020-10-31 11:23:26+05:30,XDA Developers <newsletter@xda-developers.com>,"Telegram's latest update allows multiple pinned messages, distance alerts on live locations, and more",text/html; charset=UTF-8
2020-10-31 11:14:54+05:30,HDFC Life - no reply <support@hdfclife.com>,"Get your premium payments organised, register for auto-debit now!","multipart/alternative;
	boundary=""b1_fa1229d4aeae58514565b0d4bbff0f11"""
2020-10-31 11:13:33+05:30,"""zomato"" <noreply@mailers.zomato.com>",Yenu? Don't want unbelievable offers?,text/html; charset=UTF-8
2020-10-31 10:56:55+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Get 10% Cashback on Paytm Mall,"multipart/alternative;
	boundary=""----=_NextPart_692_4C53A04F.4C53A04F"""
2020-10-31 10:52:38+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Festive Special Offer at Croma,"multipart/alternative;
	boundary=""----=_NextPart_733_4C4FFB30.4C4FFB30"""
2020-10-31 10:50:41+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #404-9259934-0813921 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_27185725_1790369246.1604121640739"""
2020-10-31 10:41:45+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Know More about your Credit Card!,"multipart/alternative;
	boundary=""----=_NextPart_514_FF0ED6E6.FF0ED6E6"""
2020-10-31 09:05:07+05:30,"""Amazon.in"" <order-update@amazon.in>",Delivered: Pedigree Adult Dry Dog...,"multipart/alternative; 
	boundary=""----=_Part_26686409_47419347.1604115306849"""
